Sim Num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
75,31,24,19,30,6,2,11,12,12,9,40,10,7,39,39,38,10,31,4,25,25,4,9,34,32,28,29,5,43,8,34,36,11,20,15,5,13,32,2,5,24,38,34,8,38,34,2,12,17,25,10,14,39,7,1,43,10,2,4,26,8,3,3,14,42,6,8,28,13,30,34,8,28,29,10,22,11,21,37,37,31,44,21,40,5,30,4,17,30,38
76,44,1,15,10,11,14,43,22,18,27,44,18,16,34,1,9,21,40,40,13,11,33,29,9,4,40,1,39,33,6,4,20,6,1,6,15,29,24,19,4,31,31,10,12,5,14,1,37,18,4,31,31,3,40,3,8,6,1,30,39,38,36,13,23,8,5,12,12,26,31,40,8,22,5,1,20,13,4,44,2,23,30,39,3,36,28,37,29,28,20
77,38,6,26,37,44,8,5,39,2,33,32,12,5,35,14,21,29,20,25,11,11,36,28,7,30,5,12,31,12,7,33,6,25,39,6,1,23,12,17,18,13,22,31,11,8,33,35,34,42,36,29,8,31,6,4,31,41,14,11,1,35,8,29,4,25,26,24,28,43,32,44,44,27,19,40,33,23,30,31,15,6,17,26,26,41,18,38,6,12,40
78,13,5,31,30,5,31,11,9,7,28,40,4,15,37,14,11,22,8,21,29,3,27,22,6,27,24,28,40,10,41,2,14,6,3,42,38,13,7,26,18,19,25,36,11,43,24,27,43,15,40,12,17,40,11,28,34,12,5,38,37,6,42,44,24,21,1,21,35,38,19,5,39,19,17,30,44,41,39,8,28,33,5,38,29,11,22,19,27,40,44
79,12,7,23,20,28,16,31,11,42,7,26,4,34,6,15,9,44,42,15,10,8,29,13,38,10,8,9,3,11,38,21,5,34,12,37,36,10,43,28,38,10,5,11,25,18,5,18,31,43,14,31,2,33,21,27,43,15,22,2,14,19,20,11,12,34,23,21,11,26,2,43,22,15,26,18,38,24,20,6,42,11,18,13,19,5,39,36,4,25,16
80,35,16,43,39,14,38,13,4,37,30,29,22,18,26,35,1,5,9,40,12,3,32,1,7,26,31,44,6,30,34,15,18,10,17,13,6,5,21,41,20,42,31,5,26,33,29,23,27,38,34,3,19,4,44,1,36,44,15,17,41,4,38,14,41,12,31,33,9,12,26,33,17,10,19,24,4,8,15,36,16,12,20,23,28,28,24,25,7,36,34
81,10,18,20,41,20,36,23,41,3,8,2,6,10,19,19,8,32,15,4,11,23,4,10,38,22,28,41,40,31,29,32,31,8,36,33,20,30,23,3,13,23,36,29,44,10,29,15,13,12,39,7,5,21,21,39,25,36,24,39,9,22,29,26,25,22,8,16,27,15,31,4,9,23,9,1,3,7,1,6,44,42,3,19,20,13,18,35,5,26,38
82,20,7,31,34,36,18,15,12,13,34,41,42,15,29,24,7,21,26,32,9,10,31,38,23,34,13,11,24,20,1,20,32,26,25,16,44,22,8,31,20,1,13,41,20,1,41,34,12,17,8,37,32,41,28,41,11,42,23,24,41,20,37,35,12,1,3,26,33,1,40,10,35,8,31,17,32,26,34,6,19,22,16,22,3,12,5,28,29,29,20
83,5,17,6,25,17,44,43,17,10,9,3,43,9,13,36,17,34,30,30,25,3,41,9,21,23,11,1,28,25,16,31,34,29,37,6,24,24,21,39,43,30,17,42,43,16,31,25,26,28,7,27,24,39,11,19,44,6,35,20,20,26,36,31,42,35,33,17,19,32,33,3,2,34,18,26,40,43,26,41,44,34,40,26,20,6,34,38,14,32,27
84,39,10,12,4,32,6,16,34,17,6,43,5,31,38,44,43,11,8,19,8,41,6,15,34,22,24,14,9,4,30,32,42,13,7,16,26,2,10,44,5,32,22,31,35,25,11,2,26,28,21,3,23,30,9,29,25,1,5,26,23,38,1,20,11,38,26,16,44,37,14,40,9,36,38,30,22,4,37,24,24,13,31,25,27,25,18,10,44,42,12
85,34,29,27,20,42,9,16,5,40,11,18,14,7,32,27,17,20,35,18,14,11,42,35,29,41,3,32,2,40,31,35,23,20,33,27,13,19,4,21,36,8,23,29,29,29,24,24,6,37,21,20,7,8,23,1,26,12,10,22,1,36,38,12,7,18,32,37,12,29,12,11,38,10,11,37,43,23,29,19,30,31,13,4,37,27,25,26,15,13,13
86,24,43,23,6,16,12,10,4,39,5,9,36,22,39,40,18,26,31,20,30,20,16,34,32,28,26,23,24,26,5,30,1,2,40,19,38,24,33,15,6,40,6,31,7,5,18,36,44,22,27,34,41,6,19,8,22,29,14,23,36,5,19,33,39,42,32,7,4,15,27,25,27,38,28,9,9,26,20,31,24,11,16,1,39,13,24,16,5,38,15
87,10,25,44,32,6,38,3,43,13,32,23,39,24,21,19,4,36,4,6,12,30,6,32,17,21,11,34,42,31,32,13,13,28,18,23,39,7,31,13,35,18,26,13,22,39,39,42,31,23,5,43,17,43,34,34,16,36,7,44,14,41,17,32,5,10,16,42,34,9,40,20,6,33,10,31,9,38,14,11,9,1,17,20,12,23,16,30,17,4,27
88,4,41,44,24,35,26,42,12,14,5,41,2,8,43,34,25,19,34,36,22,36,14,27,33,38,16,30,15,40,2,12,22,7,41,17,8,40,32,9,37,9,30,16,22,12,9,40,35,30,6,31,9,41,3,43,5,21,7,12,40,27,43,14,6,7,12,10,7,25,26,19,30,6,19,34,10,7,25,4,28,44,33,2,25,30,42,2,15,5,13
89,11,33,36,39,7,35,28,16,43,40,35,41,24,17,22,21,3,17,26,1,2,19,26,13,32,20,28,17,14,41,41,9,12,11,39,29,4,42,34,14,21,43,14,3,23,18,42,9,21,22,16,5,27,41,31,30,30,19,10,32,30,36,14,43,33,18,20,41,19,5,9,42,36,41,16,34,28,41,24,12,30,26,5,4,4,7,30,22,44,5
90,18,28,24,17,43,14,8,35,6,32,40,43,12,5,8,12,22,18,16,23,3,9,16,27,4,24,15,44,10,12,19,41,36,13,41,30,21,7,42,35,13,12,39,37,39,28,27,4,7,8,25,9,24,11,9,36,20,38,42,30,37,17,37,15,42,40,14,36,40,25,21,15,25,6,10,28,17,43,14,9,12,39,8,1,43,16,34,34,26,11
91,24,40,32,34,17,11,24,27,38,20,43,2,28,33,30,5,2,21,30,22,36,15,12,12,5,22,18,24,28,17,4,17,41,11,35,34,22,10,16,5,44,4,5,27,15,4,42,36,7,15,18,23,17,27,4,7,43,34,20,20,28,17,40,11,17,33,2,25,30,21,20,12,10,26,18,28,40,39,37,44,14,40,1,17,5,27,5,23,2,34
92,22,15,15,23,8,38,2,22,18,2,28,11,33,2,7,12,31,41,17,20,15,17,9,13,17,29,38,21,20,24,26,16,5,30,25,29,29,3,25,31,13,35,27,30,24,24,41,40,32,18,33,15,13,44,33,24,44,26,33,33,2,30,33,13,13,33,30,16,43,43,17,35,12,9,1,7,9,44,23,44,5,33,30,42,19,32,9,9,29,34
93,21,42,25,12,39,31,28,35,5,15,6,18,2,6,40,3,13,15,8,23,32,14,15,19,32,38,37,31,16,2,12,41,20,38,21,2,11,26,22,14,6,6,15,38,17,8,44,42,19,27,32,37,17,34,14,7,29,41,24,5,36,26,33,4,39,20,33,12,38,35,40,33,40,26,43,27,34,3,9,13,22,6,36,4,39,38,43,1,4,24
94,2,33,8,27,33,9,33,6,7,17,9,33,20,8,40,29,43,2,20,40,12,5,13,25,33,27,16,44,4,8,18,43,39,11,16,7,4,1,4,7,36,39,26,37,14,33,42,14,38,25,7,34,26,19,18,43,36,3,25,5,39,4,17,5,35,1,40,12,26,18,2,2,25,35,9,42,1,1,18,6,31,7,22,11,33,43,29,35,7,22
95,43,2,33,42,22,39,16,29,5,39,9,44,44,13,24,2,13,3,33,31,6,35,23,19,39,13,13,18,39,37,15,10,31,16,34,12,41,14,9,32,41,31,39,14,42,44,14,19,40,37,38,36,41,24,2,8,26,28,17,32,25,44,13,26,25,20,42,14,23,29,16,34,13,43,37,31,21,22,26,39,14,18,5,21,36,17,40,43,20,7
96,13,25,39,8,26,20,15,39,18,32,31,34,40,12,39,7,40,25,43,9,6,15,28,15,21,11,27,33,5,15,28,33,22,23,34,17,14,42,4,33,38,27,9,28,1,37,34,35,37,33,12,43,20,26,29,21,9,21,22,44,16,38,18,9,25,12,16,23,3,20,23,11,8,19,14,8,22,26,2,32,40,20,22,42,12,12,20,28,12,21
97,31,32,4,43,35,36,42,1,31,26,15,14,38,4,42,42,22,15,18,23,8,36,19,3,16,16,35,27,43,7,23,3,41,13,23,13,28,24,26,17,35,27,29,29,34,26,13,37,18,33,38,25,21,25,30,7,4,27,21,2,16,14,36,18,3,3,37,10,24,35,41,5,7,39,7,32,30,18,29,42,32,31,24,39,27,29,1,38,5,22
98,44,26,22,26,21,17,3,12,38,37,14,25,35,34,25,42,14,3,10,28,1,39,33,41,2,22,21,29,8,17,44,4,17,21,38,1,16,2,1,14,1,17,29,24,17,43,31,25,25,20,1,38,5,1,27,24,13,9,7,19,5,40,33,37,24,30,32,19,6,23,40,19,27,25,9,35,26,37,27,26,22,41,15,13,33,7,4,14,12,8
99,33,15,25,36,11,2,16,13,13,32,10,5,17,14,27,33,1,42,20,27,14,22,13,1,18,44,5,34,8,12,40,14,17,1,1,18,8,38,34,36,36,3,3,1,8,19,8,32,39,40,12,30,20,26,28,27,14,8,2,24,43,13,23,19,1,20,10,17,36,43,39,15,23,26,31,39,38,32,32,13,24,7,36,11,17,20,24,40,10,1
100,40,23,40,16,2,1,35,4,19,32,43,18,17,3,5,32,3,26,22,40,32,14,16,26,9,39,20,3,4,20,5,20,26,5,17,19,38,1,2,38,27,14,16,31,16,23,4,23,32,1,4,23,11,29,9,6,19,23,18,5,23,40,17,12,44,3,22,39,41,30,22,5,35,35,10,28,29,12,2,14,6,23,24,28,5,20,34,14,11,9
101,16,4,8,3,17,6,38,24,23,20,6,2,10,28,33,38,31,35,14,38,36,30,43,10,11,37,37,7,14,22,22,3,25,7,2,25,19,41,34,37,38,22,9,10,44,36,16,42,6,6,5,15,1,19,1,27,10,34,15,41,26,5,10,44,25,11,26,43,31,16,21,32,12,20,33,40,3,18,22,42,32,28,25,28,4,19,23,36,8,14
102,29,27,44,12,18,42,21,40,25,33,20,19,11,15,5,4,2,42,8,27,14,22,8,20,18,14,21,26,38,42,37,23,37,16,10,12,18,1,34,18,19,44,38,6,32,11,24,5,20,26,25,25,23,26,20,42,10,5,9,15,30,1,34,11,32,2,23,34,42,27,24,7,32,41,35,35,15,29,15,37,35,22,6,9,33,27,35,8,11,43
103,25,21,34,33,19,15,21,38,25,20,26,4,43,8,44,13,16,9,23,33,25,1,42,30,15,20,25,25,39,25,23,19,38,26,41,22,31,33,12,33,6,34,11,3,35,12,6,10,11,38,10,16,37,33,5,24,7,23,24,44,8,24,15,5,13,33,17,19,7,3,44,12,42,40,17,22,6,34,21,30,26,16,6,41,27,26,36,41,9,20
104,26,44,14,36,17,13,18,44,25,9,36,7,22,2,31,14,32,39,29,13,13,12,13,2,18,40,11,28,17,10,6,42,24,28,14,6,24,44,35,17,43,21,40,1,20,30,29,37,15,36,22,9,43,24,42,31,26,43,34,32,21,35,9,14,3,34,7,28,35,2,36,20,5,22,30,40,42,12,4,33,29,27,5,6,28,3,27,38,15,26
105,8,28,43,40,32,7,6,34,22,19,24,41,8,9,13,22,28,25,19,28,41,38,41,10,9,19,16,6,3,19,12,7,8,41,4,16,6,21,5,40,16,15,43,23,16,33,28,32,42,39,34,29,39,43,35,21,4,38,41,15,32,10,27,40,22,32,18,11,36,13,28,5,18,16,1,24,39,27,33,8,35,13,25,14,3,26,8,2,22,25
106,42,22,31,36,4,30,13,9,6,42,37,7,20,7,19,4,14,14,32,16,5,10,19,24,12,33,6,34,24,30,15,25,5,20,31,12,9,10,18,2,26,23,34,36,5,42,17,7,8,23,30,37,18,2,38,17,40,12,24,18,37,18,29,3,19,11,22,39,37,8,24,11,6,4,29,5,25,30,8,42,4,44,4,36,1,21,7,24,10,30
107,21,5,24,8,42,19,2,28,23,3,33,11,35,16,18,1,8,28,6,44,35,7,25,2,10,34,26,33,14,5,20,25,33,31,7,18,32,7,9,43,44,20,9,18,9,40,35,27,23,17,18,2,32,28,40,28,36,13,23,33,1,17,38,44,5,13,12,26,15,2,23,6,11,18,33,37,21,37,37,30,19,21,25,43,39,43,33,9,36,39
108,22,8,12,16,37,2,10,16,23,29,43,2,8,33,6,14,27,16,29,16,5,40,18,25,2,6,5,35,11,44,14,39,19,3,19,3,21,27,40,30,5,10,29,28,27,36,22,13,15,42,39,34,8,5,25,6,11,40,39,39,31,22,30,1,38,25,6,4,37,28,21,38,41,29,43,2,39,15,41,16,20,6,13,22,10,42,24,8,12,28
109,20,40,7,3,16,39,3,14,23,12,29,24,16,15,5,31,33,31,17,15,44,9,5,21,33,3,37,20,12,35,9,41,8,31,14,37,44,23,27,20,26,4,35,16,42,43,35,28,31,16,24,14,40,2,2,43,22,18,22,14,14,23,9,40,25,33,6,2,38,28,34,12,14,10,39,23,2,24,11,11,2,12,14,44,29,26,38,10,43,6
110,13,4,35,7,36,7,10,4,43,23,39,22,36,25,42,23,20,14,1,7,19,14,38,8,32,20,13,2,43,8,23,5,41,33,9,19,7,27,20,39,25,32,40,41,34,25,9,42,41,20,6,31,44,35,34,20,20,20,24,34,22,33,14,39,35,37,11,3,27,42,13,9,13,32,40,16,36,25,6,24,44,15,11,26,27,1,38,5,36,36
111,6,5,3,7,21,30,16,37,32,21,40,29,3,24,30,17,39,17,30,35,20,2,15,35,38,44,15,14,30,37,29,22,17,26,22,39,25,14,44,40,10,1,27,32,6,23,27,6,42,16,28,38,29,2,32,40,35,26,40,30,15,39,39,34,12,25,3,21,44,37,1,26,32,15,9,4,26,12,27,20,25,42,26,1,11,37,12,24,7,43
112,40,5,17,8,8,43,42,11,33,4,10,21,29,34,14,31,37,31,8,33,8,14,43,42,5,10,26,20,33,21,42,12,6,43,18,42,2,1,4,1,22,11,31,8,8,44,7,31,25,4,40,36,36,30,7,36,40,4,37,12,13,2,17,39,42,33,44,31,32,29,35,9,28,3,1,35,33,24,13,21,19,9,18,40,32,36,32,41,16,1
113,17,27,9,21,6,15,3,28,24,33,18,15,3,28,8,1,2,30,5,29,13,30,30,30,38,7,5,17,37,11,39,5,40,26,19,23,10,24,7,17,33,33,20,17,43,4,30,27,12,21,20,14,15,12,13,17,18,27,9,12,9,33,37,43,12,6,36,7,22,3,13,17,13,13,25,27,28,16,30,25,18,41,18,17,16,36,11,29,5,39
114,29,16,4,19,44,42,36,6,30,17,39,25,25,5,2,24,28,15,9,35,11,17,35,41,7,39,21,1,35,16,7,40,3,27,17,4,21,4,41,3,15,28,2,40,42,2,25,4,22,14,21,5,1,26,27,14,27,18,19,36,27,17,14,40,36,40,35,14,7,41,1,13,24,31,10,13,20,42,4,43,41,43,11,15,15,25,39,38,35,11
115,31,25,17,26,4,24,8,30,25,34,12,25,16,18,13,5,14,19,40,44,36,42,14,21,36,6,30,37,18,31,38,14,29,4,1,38,10,9,17,7,23,10,14,11,22,24,38,14,6,1,14,10,18,22,32,14,41,35,36,30,2,27,15,9,29,18,36,17,36,17,29,12,9,5,5,15,12,6,27,35,6,7,21,1,42,3,18,43,8,2
116,32,9,13,35,6,43,27,20,41,27,13,35,15,4,5,28,42,43,42,13,42,29,14,26,37,22,10,12,30,15,18,44,40,39,38,35,33,9,14,25,17,1,6,32,6,39,44,30,36,41,25,34,21,28,35,36,36,37,23,44,24,33,39,44,8,21,27,31,32,27,14,3,28,16,25,25,30,12,19,1,42,13,23,10,8,15,35,7,19,23
117,26,7,20,7,27,27,4,41,30,6,9,44,5,9,11,41,22,28,4,30,1,37,29,36,40,28,15,27,13,14,33,27,42,13,17,23,15,44,12,41,15,42,18,3,39,35,8,33,1,21,13,39,5,7,9,29,23,43,12,19,42,1,37,6,40,42,10,26,14,37,20,20,23,40,17,18,13,9,6,5,24,30,12,38,13,10,10,16,32,41
118,12,31,33,26,1,11,19,13,17,27,18,35,34,15,26,15,19,24,37,8,22,2,33,23,14,23,13,6,41,20,15,19,13,33,19,26,31,32,24,28,27,37,43,19,6,29,2,25,3,32,9,42,20,5,37,3,11,2,41,3,5,14,43,14,10,33,19,16,42,29,28,23,26,24,10,41,33,27,6,40,26,22,39,31,22,12,5,3,5,24
119,27,26,39,18,12,20,42,9,19,44,40,34,42,14,2,35,38,26,26,29,14,14,25,19,16,27,4,6,6,28,36,39,26,11,22,39,39,2,42,16,25,9,14,5,30,39,32,9,11,2,15,19,33,44,29,1,4,43,4,8,16,13,12,29,3,16,28,23,22,9,15,5,37,31,14,4,42,38,38,5,28,9,3,15,36,15,20,34,11,12
120,4,26,4,12,26,42,5,12,2,30,9,27,21,22,28,42,32,21,44,22,6,30,7,22,9,20,13,23,15,19,12,3,31,41,30,15,24,6,25,21,13,30,17,33,23,44,31,8,10,12,13,36,25,30,21,2,19,27,32,19,18,31,7,21,43,42,3,4,11,26,24,35,16,22,40,12,27,3,18,40,5,41,21,17,25,26,33,20,32,28
121,9,12,5,26,39,14,5,38,4,10,22,10,22,6,11,25,23,13,35,44,33,14,22,7,20,10,42,27,18,17,6,30,34,8,11,38,42,6,11,17,40,38,19,25,42,33,22,41,35,34,4,14,1,25,43,26,2,27,27,26,27,23,8,37,20,13,44,15,2,35,12,20,17,24,1,34,36,30,31,4,18,32,24,24,32,22,31,8,9,19
122,7,22,33,44,38,1,23,32,9,15,22,26,32,37,29,5,4,32,5,34,1,26,41,20,17,37,14,24,11,27,19,16,13,36,20,22,25,14,34,2,20,1,4,44,11,37,18,40,33,34,15,26,38,42,1,9,4,31,17,10,24,7,12,27,6,16,14,4,25,41,14,22,17,29,20,31,19,7,13,1,29,29,5,19,43,16,26,42,36,24
123,27,18,14,3,4,34,31,37,1,33,19,19,10,29,23,12,34,17,34,12,30,13,22,5,21,7,20,35,40,29,29,15,29,22,37,43,41,17,18,25,25,34,25,21,31,30,44,16,22,34,13,8,42,11,3,25,14,31,22,9,43,24,17,24,14,28,33,42,30,3,37,18,25,41,1,40,4,18,21,7,10,25,13,16,42,3,7,27,23,23
124,3,38,15,43,14,36,42,16,26,38,7,41,34,24,6,20,30,13,30,7,36,39,11,21,27,10,23,40,19,23,44,25,14,30,23,18,20,44,15,10,11,30,34,9,9,20,35,20,37,8,23,30,7,44,43,40,5,38,40,30,26,3,7,31,8,37,20,13,39,12,11,6,14,36,13,27,40,10,13,17,44,26,6,26,44,14,29,3,25,26
125,3,43,23,42,15,39,25,35,34,39,27,16,40,14,43,44,18,4,39,17,11,24,34,27,40,21,31,10,21,15,43,41,20,44,18,14,36,21,29,33,43,24,31,10,6,20,30,33,5,25,5,12,30,25,29,35,9,22,3,34,2,41,39,24,6,5,34,29,8,11,12,1,25,10,2,43,19,22,11,26,28,38,7,32,13,8,41,16,11,10
126,30,42,10,33,35,14,43,43,11,18,23,10,41,4,42,22,14,32,12,33,11,21,4,20,1,5,43,18,32,21,20,4,13,43,34,32,31,40,5,9,29,38,1,42,34,17,3,6,26,13,44,2,20,13,24,8,28,21,43,2,6,22,41,13,24,7,3,7,9,44,43,12,41,7,36,28,20,16,13,9,17,4,20,23,42,7,41,4,21,35
127,28,7,2,2,25,20,31,25,16,41,26,28,32,15,24,8,34,38,35,34,20,17,31,1,42,36,10,1,2,41,39,32,8,41,44,10,26,16,25,21,11,12,12,41,29,43,34,13,16,40,38,23,29,15,40,34,36,35,28,17,30,24,18,6,28,37,12,12,21,4,9,41,27,4,24,31,13,20,5,28,40,27,21,4,43,32,8,34,41,19
128,21,40,21,28,25,37,4,1,26,14,22,34,39,44,24,3,12,30,43,16,38,1,40,34,37,40,9,30,9,1,11,16,33,1,9,25,9,36,21,19,31,43,13,37,15,40,17,30,22,21,1,4,9,25,15,23,13,32,39,2,19,7,29,15,31,24,7,3,35,43,17,6,16,43,24,40,13,10,40,6,40,30,7,40,29,34,10,22,12,24
129,7,32,11,2,16,28,42,20,28,20,26,44,4,28,40,34,20,42,20,39,13,20,15,12,28,38,20,38,30,21,44,43,7,27,44,33,44,2,2,1,25,17,9,29,37,43,5,28,26,22,3,25,19,1,15,26,3,44,17,24,11,41,43,20,15,22,20,38,27,6,13,43,3,42,29,41,21,27,31,3,5,31,37,31,30,24,2,34,33,6
130,21,40,18,7,12,26,27,44,22,27,40,10,18,17,19,27,16,7,27,39,36,3,23,19,9,15,36,3,8,39,13,5,26,35,34,15,39,28,6,6,36,19,24,16,17,5,40,27,8,2,29,25,7,5,25,2,29,2,41,15,1,36,23,8,35,19,1,43,23,21,43,5,2,39,16,43,11,14,38,41,15,17,8,18,38,34,6,7,33,34
131,31,18,31,5,43,10,14,35,34,9,20,39,24,31,37,30,24,12,9,10,39,10,27,3,15,44,40,33,44,29,30,41,7,14,23,38,32,35,3,20,35,14,10,32,19,5,17,27,33,5,29,27,24,11,33,1,11,12,11,36,10,7,9,9,2,43,21,10,37,9,1,14,40,37,35,39,19,6,18,9,9,30,28,43,8,21,42,27,19,29
132,23,8,31,27,44,26,1,44,33,14,25,25,42,4,41,30,40,11,25,40,15,28,28,28,22,23,40,38,41,22,29,21,3,18,5,31,41,16,31,2,43,1,37,18,39,37,43,2,27,17,42,13,32,11,39,37,26,20,21,40,11,10,36,11,12,32,44,16,26,28,36,23,2,38,25,29,2,1,2,15,19,21,24,40,17,23,11,14,39,27
133,38,6,1,14,12,43,14,2,14,36,9,2,29,23,30,26,30,9,37,21,9,44,28,7,7,27,22,27,3,29,19,39,22,2,34,3,44,18,33,38,22,33,38,32,14,21,41,19,3,34,2,19,42,40,14,28,24,32,32,26,9,12,38,21,19,35,4,9,34,7,35,35,26,16,27,39,32,42,11,32,36,26,23,13,40,8,35,25,28,1
134,21,35,9,39,31,41,15,20,6,18,10,35,35,2,3,33,20,3,3,4,1,19,17,15,10,18,21,24,26,2,5,23,25,29,33,14,42,40,29,26,34,33,42,12,35,19,7,37,27,8,34,14,31,16,43,32,7,44,35,13,44,41,26,41,27,38,26,33,6,43,24,23,41,5,22,12,19,33,31,6,25,37,38,2,24,22,12,44,1,6
135,43,22,39,20,43,25,6,40,1,33,6,11,16,2,24,32,22,5,44,12,8,2,3,31,26,39,36,35,20,41,9,27,42,27,22,36,10,29,9,20,27,20,43,16,24,27,42,13,8,10,43,36,43,30,3,16,27,14,33,5,24,12,41,36,29,4,43,3,40,13,23,17,16,31,12,32,40,7,8,36,2,29,30,24,12,11,8,26,29,29
136,34,16,29,31,16,39,29,18,3,29,35,12,26,44,29,12,32,26,21,5,40,27,17,29,34,27,32,26,33,16,40,21,38,24,10,8,27,12,35,40,37,43,44,29,20,6,37,8,44,42,24,2,34,4,42,38,29,5,27,1,40,25,3,43,31,18,28,25,38,27,11,22,39,9,29,42,10,31,6,28,25,17,8,28,40,32,38,38,11,10
137,18,36,44,29,22,36,5,9,38,41,31,41,26,31,33,35,22,44,37,12,15,28,26,18,32,12,17,41,42,21,9,20,7,16,32,24,41,21,43,3,33,19,43,22,1,14,36,33,32,17,6,14,7,36,41,37,37,26,33,9,43,20,4,27,10,5,37,21,9,42,24,36,8,10,27,31,33,4,6,18,22,4,33,5,32,39,14,18,24,8
138,25,27,30,31,17,39,7,24,29,28,22,8,16,39,21,21,6,10,40,32,33,43,34,34,8,21,17,5,34,8,16,8,6,25,40,40,21,10,22,33,18,6,35,23,37,16,43,6,43,31,5,44,11,22,3,34,44,10,23,28,17,39,19,7,12,26,30,27,11,16,31,12,6,16,15,42,22,43,38,7,18,11,20,11,31,16,32,29,29,33
139,16,34,13,30,30,7,6,11,37,5,44,29,40,1,2,13,1,18,25,1,13,20,33,34,37,31,33,25,16,20,10,42,30,5,33,21,7,38,17,23,27,9,31,1,35,23,7,41,44,41,6,17,3,7,39,12,14,5,27,35,22,30,19,25,37,43,23,23,14,44,23,16,19,10,27,9,10,34,11,28,3,31,17,11,6,4,10,7,41,43
140,39,42,33,10,12,21,13,38,13,36,4,38,18,20,33,19,35,20,38,41,31,10,41,27,23,41,1,33,4,7,44,24,25,13,44,22,11,7,4,43,20,33,17,5,38,15,22,44,9,5,8,27,32,4,20,38,33,17,8,16,17,39,29,33,40,43,4,17,16,3,43,28,27,11,26,8,7,23,30,22,10,2,8,2,21,18,16,26,19,1
141,40,17,32,8,3,9,41,7,30,17,13,12,19,35,1,43,40,33,25,28,4,10,7,33,36,13,8,1,12,29,13,19,5,31,30,32,37,29,10,41,14,16,15,1,34,29,34,1,25,26,18,24,37,15,41,10,36,20,7,17,31,23,6,44,38,4,1,40,39,12,2,35,18,18,33,33,6,21,11,21,16,2,37,33,15,20,24,12,9,20
142,6,10,25,40,10,3,39,38,11,41,2,3,28,27,15,1,27,41,28,24,8,44,13,1,42,28,32,3,34,6,12,25,15,42,17,16,23,41,10,1,5,13,1,32,12,32,40,27,42,8,4,18,14,33,16,44,12,30,9,20,15,22,42,35,11,26,33,28,11,33,9,25,27,27,36,39,10,26,26,10,41,9,13,18,42,8,29,44,42,18
143,19,35,43,17,12,36,17,29,2,30,36,32,37,8,4,5,6,17,21,10,10,1,17,29,18,5,4,11,38,18,41,8,17,2,40,14,13,43,34,31,42,9,9,20,11,6,8,41,30,43,5,11,18,24,28,24,15,12,24,20,28,2,37,37,23,35,11,1,43,27,2,5,33,12,40,27,25,16,35,16,37,6,37,27,10,35,12,41,41,38
144,32,31,30,3,17,41,21,29,44,3,44,34,41,9,41,38,6,34,30,16,12,19,7,33,9,7,8,25,3,32,22,18,6,44,25,34,26,5,38,1,16,18,19,4,18,20,7,39,4,3,5,39,21,44,1,17,3,26,37,36,3,32,34,4,27,43,16,32,39,33,1,18,42,11,31,41,28,44,10,9,21,40,6,13,25,36,17,11,33,6
145,37,29,6,35,38,32,9,23,35,44,6,35,15,31,33,22,35,39,8,39,17,20,30,37,32,30,35,16,26,11,20,14,9,31,25,6,17,35,18,15,40,25,6,33,5,33,40,34,12,24,33,32,11,9,34,18,4,38,10,29,23,32,9,11,34,40,9,12,25,41,28,36,32,14,39,37,32,33,1,40,13,23,28,23,34,16,23,43,21,4
146,10,44,36,38,18,10,14,36,4,26,2,16,28,13,10,2,40,28,41,36,12,28,20,40,40,42,10,29,44,15,32,18,2,10,20,26,33,14,14,33,35,36,5,32,15,24,43,36,14,21,14,16,41,9,8,14,40,12,40,12,25,39,10,35,18,34,44,19,44,39,9,7,23,23,44,14,3,23,28,40,28,39,16,16,30,11,19,19,35,25
147,37,26,2,15,37,42,18,12,7,33,42,37,35,37,9,44,14,43,9,36,5,38,19,22,26,12,23,24,13,7,22,15,13,16,6,23,32,25,35,8,38,15,18,2,24,18,22,1,18,29,37,27,17,15,35,14,4,7,41,12,6,44,8,16,15,21,7,24,3,19,38,31,28,35,13,4,36,35,29,8,3,36,33,34,43,4,1,44,9,37
148,21,39,14,8,32,30,43,6,1,13,36,28,8,19,4,39,22,22,15,11,10,29,3,37,32,24,18,16,31,27,32,21,3,17,15,5,6,11,31,35,28,44,41,14,13,43,17,14,39,40,18,40,34,4,22,18,26,15,37,29,16,39,16,44,34,42,26,27,23,25,10,6,15,19,42,33,29,12,43,28,44,41,34,33,33,4,33,27,41,33
149,28,32,23,23,14,5,22,21,21,20,40,39,23,14,7,32,24,33,13,6,34,34,34,6,17,9,9,26,36,26,35,31,42,5,22,16,33,25,3,40,21,19,29,20,13,5,2,23,32,43,19,32,4,26,5,39,28,24,30,10,30,38,37,33,25,14,26,18,36,11,26,15,36,17,22,25,11,12,5,22,44,24,9,39,26,41,35,36,13,14
